"Respondent","OpSys"
46159,"MacOS"
46166,"MacOS"
46182,"Linux-based"
46183,"Windows"
46188,"Windows"
46190,"Windows"
46200,"Windows"
46201,"Linux-based"
46203,"Linux-based"
46218,"Windows"
46226,"Windows"
46227,"Windows"
46236,"Linux-based"
46238,"Windows"
46239,"Windows"
46241,"Windows"
46253,"Linux-based"
46258,"Windows"
46261,"Windows"
46263,"MacOS"
46272,"Windows"
46275,"MacOS"
46278,"Windows"
46286,"Windows"
46288,"Linux-based"
46289,"Windows"
46292,"Windows"
46293,"MacOS"
46298,"Windows"
46299,"MacOS"
46301,"Windows"
46310,"Windows"
46312,"Windows"
46318,"Linux-based"
46323,"Windows"
46326,"Linux-based"
46328,"Windows"
46334,"Linux-based"
46339,"MacOS"
46343,"Linux-based"
46348,"MacOS"
46355,"Linux-based"
46356,"MacOS"
46359,"Linux-based"
46364,"Windows"
46365,"Windows"
46367,"Windows"
46374,"Windows"
46379,"Windows"
46383,"Linux-based"
46408,"Windows"
46414,"Windows"
46418,"Linux-based"
46430,"Linux-based"
46459,"MacOS"
46465,"Windows"
46477,"Windows"
46480,"Linux-based"
46483,"Linux-based"
46495,"Windows"
46512,"Windows"
46520,"MacOS"
46522,"Windows"
46526,"Windows"
46528,"Windows"
46535,"Windows"
46550,"Windows"
46551,"Windows"
46552,"Linux-based"
46558,"Linux-based"
46568,"Windows"
46580,"Windows"
46583,"Windows"
46589,"MacOS"
46600,"Linux-based"
46603,"Windows"
46604,"Windows"
46619,"Windows"
46620,"Linux-based"
46621,"Linux-based"
46623,"Windows"
46629,"Linux-based"
46631,"MacOS"
46644,"Linux-based"
46647,"Windows"
46653,"Linux-based"
46659,"Linux-based"
46664,"Linux-based"
46669,"Windows"
46673,"Windows"
46677,"Linux-based"
46686,"Windows"
46689,"Windows"
46692,"MacOS"
46724,"Linux-based"
46733,"MacOS"
46737,"MacOS"
46746,"Linux-based"
46749,"MacOS"
46766,"MacOS"
46768,"Linux-based"
46769,"Windows"
46782,"Windows"
46787,"Linux-based"
46796,"MacOS"
46806,"MacOS"
46813,"Windows"
46814,"MacOS"
46821,"Windows"
46825,"Windows"
46832,"Windows"
46844,"MacOS"
46864,"Linux-based"
46874,"Linux-based"
46875,"MacOS"
46880,"Windows"
46885,"Windows"
46907,"Linux-based"
46912,"Windows"
46938,"Windows"
46941,"Windows"
46967,"MacOS"
46986,"Windows"
46997,"MacOS"
47001,"Windows"
47008,"MacOS"
47023,"Linux-based"
47027,"Windows"
47049,"Windows"
47056,"Windows"
47058,"Linux-based"
47071,"Windows"
47075,"Windows"
47079,"Windows"
47087,"Windows"
47088,"Windows"
47090,"Windows"
47092,"Linux-based"
47100,"Windows"
47102,"MacOS"
47105,"Windows"
47111,"Windows"
47118,"Windows"
47127,"Windows"
47131,"MacOS"
47134,"Linux-based"
47137,"Windows"
47144,"Linux-based"
47150,"Windows"
47154,"MacOS"
47155,"Linux-based"
47165,"Windows"
47167,"MacOS"
47178,"MacOS"
47198,"Windows"
47213,"Windows"
47218,"Linux-based"
47222,"MacOS"
47230,"Linux-based"
47231,"Windows"
47235,"Windows"
47254,"MacOS"
47255,"Windows"
47260,"Windows"
47269,"Linux-based"
47280,"Windows"
47301,"Linux-based"
47302,"Windows"
47308,"Windows"
47313,"Linux-based"
47317,"Windows"
47322,"Linux-based"
47326,"Windows"
47330,"Linux-based"
47331,"Linux-based"
47334,"Linux-based"
47339,"MacOS"
47340,"MacOS"
47345,"Windows"
47349,"MacOS"
47362,"Windows"
47380,"Windows"
47386,"Windows"
47388,"Windows"
47394,"Windows"
47397,"Linux-based"
47408,"MacOS"
47413,"Windows"
47417,"Windows"
47424,"Windows"
47425,"Windows"
47433,"MacOS"
47434,"MacOS"
47442,"Windows"
47462,"Windows"
47464,"Windows"
47465,"Linux-based"
47470,"Linux-based"
47472,"Windows"
47481,"Linux-based"
47484,"Linux-based"
47497,"Windows"
47501,"Linux-based"
47503,"Linux-based"
47504,"Windows"
47518,"Windows"
47535,NA
47537,"MacOS"
47546,"MacOS"
47547,"MacOS"
47549,"Linux-based"
47558,"MacOS"
47559,"MacOS"
47560,"Windows"
47564,"MacOS"
47570,"Windows"
47590,"Windows"
47597,"Linux-based"
47598,"Linux-based"
47615,"Windows"
47619,"Linux-based"
47620,"Windows"
47624,"Windows"
47626,NA
47645,"MacOS"
47654,"Linux-based"
47687,"Windows"
47689,"Linux-based"
47690,"MacOS"
47693,"MacOS"
47695,"Windows"
47696,"Windows"
47699,"Linux-based"
47700,"Windows"
47717,"Windows"
47721,"Windows"
47729,NA
47730,"Linux-based"
47762,"Windows"
47787,"Windows"
47790,"Windows"
47798,"MacOS"
47810,"Windows"
47813,"Windows"
47816,"Linux-based"
47817,"Windows"
47832,"Windows"
47835,"Windows"
47838,"Windows"
47841,"Linux-based"
47846,"Windows"
47848,NA
47855,"MacOS"
47856,"MacOS"
47865,"Windows"
47869,"Windows"
47875,"Windows"
47889,"Windows"
47890,"Windows"
47893,"Windows"
47899,"MacOS"
47901,"Windows"
47906,"MacOS"
47911,"Linux-based"
47922,"MacOS"
47923,"MacOS"
47938,"Linux-based"
47939,"Windows"
47944,"MacOS"
47948,"Linux-based"
47952,"MacOS"
47958,"Linux-based"
47968,"MacOS"
47978,"Linux-based"
47997,"Windows"
48013,"MacOS"
48015,"Windows"
48023,"Windows"
48052,"Windows"
48053,"Windows"
48056,"Linux-based"
48057,"Linux-based"
48060,"Windows"
48073,"Linux-based"
48103,"Windows"
48130,"MacOS"
48135,"Linux-based"
48140,"Linux-based"
48142,"Windows"
48145,"MacOS"
48161,"Windows"
48162,"MacOS"
48168,"Windows"
48169,"Windows"
48178,"Linux-based"
48188,"Linux-based"
48193,"Linux-based"
48200,"Linux-based"
48202,"Windows"
48221,"Linux-based"
48225,"Linux-based"
48250,"Windows"
48253,"Windows"
48255,"Windows"
48257,"Linux-based"
48258,"MacOS"
48259,"Windows"
48276,"MacOS"
48281,"MacOS"
48282,"Linux-based"
48289,"Linux-based"
48303,"MacOS"
48304,"Linux-based"
48311,"Linux-based"
48335,"Windows"
48339,"Linux-based"
48346,"Linux-based"
48354,"Linux-based"
48358,"Linux-based"
48360,"MacOS"
48361,"Windows"
48362,"MacOS"
48368,"Windows"
48380,"Linux-based"
48383,"Windows"
48385,"MacOS"
48406,"MacOS"
48407,"Windows"
48426,NA
48433,"Windows"
48451,"Linux-based"
48452,"Linux-based"
48465,"Windows"
48466,"Linux-based"
48473,"Linux-based"
48478,"Linux-based"
48485,"Windows"
48490,"Windows"
48491,"Linux-based"
48494,"Linux-based"
48498,"Windows"
48502,"Windows"
48503,"Windows"
48515,"MacOS"
48524,"MacOS"
48533,NA
48534,"Windows"
48539,"MacOS"
48545,"Windows"
48550,"Linux-based"
48551,"MacOS"
48555,"Windows"
48562,"Windows"
48567,"MacOS"
48578,"Linux-based"
48580,"Linux-based"
48582,"Windows"
48585,"MacOS"
48586,"Windows"
48598,"Windows"
48601,"Windows"
48609,"Windows"
48615,"Windows"
48616,"Windows"
48617,"Windows"
48632,"MacOS"
48636,"Linux-based"
48637,"Windows"
48639,"MacOS"
48642,"Windows"
48643,"Linux-based"
48645,"Linux-based"
48653,"MacOS"
48655,"MacOS"
48658,"Linux-based"
48659,"Windows"
48667,"MacOS"
48669,"Windows"
48670,"Windows"
48678,"Linux-based"
48681,"Linux-based"
48684,"Windows"
48689,"MacOS"
48692,"Linux-based"
48693,"MacOS"
48697,"MacOS"
48717,"Linux-based"
48718,"Windows"
48719,"MacOS"
48738,"MacOS"
48742,"Linux-based"
48755,"Linux-based"
48757,"MacOS"
48758,"MacOS"
48780,"Windows"
48783,"Windows"
48800,"Windows"
48802,"MacOS"
48809,"Linux-based"
48812,"Windows"
48828,"Windows"
48834,"Windows"
48836,"Windows"
48837,"Linux-based"
48841,"MacOS"
48856,"Windows"
48860,"Linux-based"
48865,"Windows"
48883,"Windows"
48886,"Windows"
48895,"Windows"
48899,"Windows"
48900,"Linux-based"
48901,"Linux-based"
48906,"Windows"
48913,"Windows"
48920,"MacOS"
48926,"Linux-based"
48928,"Windows"
48930,"Linux-based"
48945,"MacOS"
48950,"Linux-based"
48951,"Windows"
48956,"Linux-based"
48960,"MacOS"
48961,"Windows"
48975,"MacOS"
48987,"MacOS"
48996,"MacOS"
48999,"Linux-based"
49000,"Linux-based"
49019,"Linux-based"
49020,"Windows"
49033,"Windows"
49039,"Windows"
49046,"Windows"
49055,"Windows"
49063,"Windows"
49067,"MacOS"
49072,"Windows"
49091,"Windows"
49094,"Windows"
49097,"MacOS"
49102,"Linux-based"
49109,"Linux-based"
49114,"Linux-based"
49116,"Windows"
49146,"Windows"
49147,"Windows"
49166,"Windows"
49173,"MacOS"
49174,"Windows"
49175,"Linux-based"
49194,"Windows"
49207,"Windows"
49211,"Linux-based"
49212,"Linux-based"
49213,"MacOS"
49217,"Windows"
49227,"MacOS"
49231,"MacOS"
49241,"Windows"
49243,"MacOS"
49248,"Linux-based"
49251,"Linux-based"
49253,"Linux-based"
49259,"MacOS"
49288,"Windows"
49295,"Windows"
49305,"Linux-based"
49312,"Linux-based"
49313,"Linux-based"
49318,"Windows"
49320,"MacOS"
49321,"MacOS"
49323,"MacOS"
49325,"Linux-based"
49332,"Linux-based"
49338,"MacOS"
49355,"Windows"
49363,"MacOS"
49367,"MacOS"
49369,"MacOS"
49375,"Linux-based"
49379,"Windows"
49386,"Windows"
49389,"MacOS"
49392,"Linux-based"
49404,"Linux-based"
49411,"MacOS"
49423,"Linux-based"
49424,"Windows"
49425,"MacOS"
49426,"Windows"
49432,"Windows"
49440,"MacOS"
49444,"Windows"
49467,"Windows"
49498,"Windows"
49520,"Linux-based"
49525,"Linux-based"
49530,"MacOS"
49532,"MacOS"
49556,"MacOS"
49575,"Windows"
49582,"Windows"
49584,"MacOS"
49604,"Linux-based"
49605,"Windows"
49610,"Windows"
49614,"Linux-based"
49619,"Windows"
49621,"Windows"
49623,"Linux-based"
49628,"Windows"
49631,"MacOS"
49635,"Windows"
49636,"Windows"
49639,"Linux-based"
49642,"Linux-based"
49646,"Linux-based"
49652,"Windows"
49656,"Windows"
49657,"Linux-based"
49658,"Windows"
49660,"Linux-based"
49661,"Windows"
49662,"MacOS"
49665,"Windows"
49672,"Linux-based"
49681,"Windows"
49687,"Linux-based"
49692,"Windows"
49695,"Windows"
49698,"Windows"
49722,"Windows"
49730,"Windows"
49741,"Windows"
49744,"MacOS"
49749,"Linux-based"
49752,"MacOS"
49770,"Windows"
49778,"Linux-based"
49780,"MacOS"
49781,"Linux-based"
49782,"MacOS"
49792,"Linux-based"
49794,"Linux-based"
49801,"Windows"
49805,"Windows"
49827,"Windows"
49829,"Windows"
49830,"Windows"
49833,"Windows"
49843,"Windows"
49861,"MacOS"
49865,"Windows"
49878,"Windows"
49880,"Linux-based"
49881,"Windows"
49887,"Linux-based"
49897,"MacOS"
49917,"Windows"
49933,"Windows"
49938,"Linux-based"
49947,"Windows"
49951,"Linux-based"
49952,"Windows"
49955,"Linux-based"
49962,"MacOS"
49964,"Linux-based"
49970,"Windows"
49978,"Windows"
49979,"Linux-based"
49983,"Windows"
49987,"Linux-based"
49996,"Windows"
50008,"Windows"
50012,"Linux-based"
50017,"Windows"
50018,"Linux-based"
50021,"Linux-based"
50033,"Windows"
50039,"Windows"
50043,"Linux-based"
50044,"MacOS"
50050,"Windows"
50061,"Windows"
50065,"Windows"
50069,"Windows"
50085,"Linux-based"
50089,"Windows"
50091,"Linux-based"
50092,"Linux-based"
50127,"Windows"
50129,"Linux-based"
50173,"Windows"
50178,"Linux-based"
50186,"Windows"
50196,"MacOS"
50200,"Windows"
50201,"Windows"
50210,"Windows"
50227,"Linux-based"
50230,"MacOS"
50251,"Windows"
50256,"Windows"
50257,"Linux-based"
50258,"Windows"
50260,"Linux-based"
50261,"Linux-based"
50262,"Windows"
50278,"Windows"
50294,"MacOS"
50298,"MacOS"
50302,"Linux-based"
50311,"Windows"
50312,"Windows"
50322,"Windows"
50323,"Windows"
50326,"Windows"
50335,"MacOS"
50345,"MacOS"
50354,"Linux-based"
50358,"Windows"
50361,"Windows"
50363,"Linux-based"
50366,"Windows"
50367,"Linux-based"
50375,"Linux-based"
50377,"Windows"
50380,"MacOS"
50383,"Linux-based"
50431,"Linux-based"
50440,"MacOS"
50446,"Windows"
50449,"Windows"
50463,"Windows"
50467,"Linux-based"
50474,"Linux-based"
50482,"Linux-based"
50483,"Windows"
50493,"Windows"
50499,"Windows"
50503,"Windows"
50506,"MacOS"
50510,"Windows"
50512,"Windows"
50514,"Windows"
50515,"Linux-based"
50516,"MacOS"
50518,"MacOS"
50519,"MacOS"
50527,"Windows"
50530,"Windows"
50531,"MacOS"
50541,"Linux-based"
50543,"MacOS"
50545,"MacOS"
50551,"Linux-based"
50557,"MacOS"
50559,"Linux-based"
50574,"Windows"
50578,"Linux-based"
50583,"Windows"
50595,"Windows"
50597,"Windows"
50598,"Linux-based"
50611,"Windows"
50615,"Windows"
50617,"Linux-based"
50629,"Windows"
50631,"Windows"
50632,"MacOS"
50633,"Windows"
50637,"Linux-based"
50640,"MacOS"
50666,"Windows"
50682,"Windows"
50684,"Windows"
50711,"Linux-based"
50712,"MacOS"
50718,"MacOS"
50727,"Windows"
50735,"Windows"
50739,"Linux-based"
50741,"Windows"
50747,"Windows"
50759,"Windows"
50762,"Windows"
50772,"MacOS"
50792,"Windows"
50795,"Windows"
50826,"MacOS"
50827,"Linux-based"
50828,"Windows"
50840,"Windows"
50841,"Linux-based"
50844,"Windows"
50846,"MacOS"
50848,"Windows"
50851,"MacOS"
50852,NA
50860,"Windows"
50869,"Windows"
50870,"Windows"
50874,"Windows"
50882,"Windows"
50891,"Linux-based"
50896,"Windows"
50903,"Windows"
50915,"Linux-based"
50916,"Linux-based"
50918,"Windows"
50920,"Linux-based"
50923,"Linux-based"
50941,"Windows"
50954,"Linux-based"
50959,"Windows"
50964,"Windows"
50967,"Windows"
50968,"Linux-based"
50970,"Windows"
50976,"Windows"
50981,"Windows"
50983,"MacOS"
50989,"Windows"
51005,"Windows"
51010,"BSD"
51016,"Windows"
51018,"Windows"
51020,"Windows"
51021,"Windows"
51032,"Windows"
51036,"MacOS"
51037,"Windows"
51039,"Windows"
51043,"Linux-based"
51053,"Linux-based"
51054,"MacOS"
51057,"Windows"
51059,"MacOS"
51062,"MacOS"
51063,"Windows"
51064,"Windows"
51077,"Linux-based"
51082,"MacOS"
51091,"Windows"
51101,"Windows"
51103,"Linux-based"
51104,"Windows"
51111,"Linux-based"
51121,"Linux-based"
51143,"Linux-based"
51153,"MacOS"
51155,"Windows"
51159,"Windows"
51160,"Windows"
51164,"Windows"
51167,"Windows"
51171,"Windows"
51191,"Windows"
51194,"Windows"
51197,"MacOS"
51201,"Windows"
51206,NA
51210,"Linux-based"
51218,"MacOS"
51221,"MacOS"
51222,"Linux-based"
51234,"MacOS"
51256,"MacOS"
51262,"MacOS"
51267,"Linux-based"
51270,"Linux-based"
51276,"Linux-based"
51280,"Windows"
51284,"Windows"
51294,"Linux-based"
51298,"MacOS"
51300,"Windows"
51301,"Linux-based"
51305,"Windows"
51307,"MacOS"
51322,"Linux-based"
51329,"Linux-based"
51333,"Linux-based"
51336,"Windows"
51339,"Linux-based"
51341,"MacOS"
51351,"Windows"
51369,"Linux-based"
51375,"Windows"
51378,"Linux-based"
51383,"MacOS"
51387,"Linux-based"
51394,"MacOS"
51400,"Windows"
51403,"Windows"
51407,"Linux-based"
51411,"Linux-based"
51423,"Linux-based"
51426,"Windows"
51429,"Windows"
51435,"Windows"
51437,"MacOS"
51440,"Linux-based"
51449,"Linux-based"
51455,"Linux-based"
51456,"Windows"
51465,"Linux-based"
51472,"Linux-based"
51474,"MacOS"
51476,"Windows"
51479,"Linux-based"
51489,"Linux-based"
51493,"Windows"
51494,"MacOS"
51496,"Linux-based"
51506,"Windows"
51509,"Windows"
51510,"Windows"
51513,"MacOS"
51515,"Windows"
51538,"MacOS"
51540,"Windows"
51542,"Windows"
51547,"Windows"
51560,"MacOS"
51565,"Windows"
51574,"Linux-based"
51575,"MacOS"
51584,"Windows"
51599,"Windows"
51604,"Windows"
51610,"Windows"
51621,"Linux-based"
51624,"Windows"
51649,"Linux-based"
51651,"Linux-based"
51657,"Windows"
51666,"Windows"
51668,"Windows"
51670,"MacOS"
51671,"Windows"
51690,"Linux-based"
51694,"Windows"
51700,"Linux-based"
51706,"Windows"
51710,"Linux-based"
51717,"Windows"
51731,"Windows"
51737,NA
51743,"Linux-based"
51749,"Windows"
51754,"Linux-based"
51756,"Windows"
51758,"Linux-based"
51762,"Windows"
51765,"Windows"
51766,"MacOS"
51770,"Windows"
51774,"MacOS"
51778,"Windows"
51798,"Linux-based"
51799,"Windows"
51804,"Linux-based"
51808,"Windows"
51814,"Linux-based"
51817,"Windows"
51823,"Windows"
51829,"Windows"
51830,"MacOS"
51832,"Linux-based"
51833,"Windows"
51839,"Linux-based"
51850,"Windows"
51855,"Windows"
51860,"Linux-based"
51865,"MacOS"
51867,"Windows"
51881,"Linux-based"
51883,"Windows"
51886,"Windows"
51887,"Windows"
51892,"MacOS"
51896,"Windows"
51897,"Linux-based"
51899,"MacOS"
51908,"Windows"
51917,"MacOS"
51918,"Windows"
51933,"Windows"
51944,"Linux-based"
51947,"Linux-based"
51959,"Windows"
51964,"Windows"
51967,"Windows"
51970,"Linux-based"
51972,"Linux-based"
51977,"Windows"
51985,"Linux-based"
51986,"Windows"
51987,"Windows"
51995,"Windows"
52002,"Linux-based"
52018,"Linux-based"
52019,"MacOS"
52023,"Windows"
52031,"MacOS"
52036,"Windows"
52038,"MacOS"
52061,"MacOS"
52063,"Windows"
52064,"Linux-based"
52069,"Windows"
52071,"MacOS"
52080,"MacOS"
52086,"Windows"
52089,"Windows"
52091,"Windows"
52093,NA
52097,"Linux-based"
52099,"Linux-based"
52100,"Windows"
52109,"Windows"
52111,"Windows"
52117,"Windows"
52121,"Linux-based"
52127,"MacOS"
52133,"Windows"
52138,"Linux-based"
52141,"Windows"
52149,"Windows"
52150,"Windows"
52152,"MacOS"
52153,"Windows"
52161,"Linux-based"
52167,"Linux-based"
52172,"Windows"
52177,"Windows"
52179,"Windows"
52198,"Windows"
52200,"Windows"
52218,"Linux-based"
52251,"MacOS"
52254,"Windows"
52257,"Linux-based"
52265,"MacOS"
52268,"Windows"
52272,"Linux-based"
52284,"Windows"
52289,"Linux-based"
52298,"Windows"
52306,"Linux-based"
52322,"Linux-based"
52323,"Linux-based"
52330,"Windows"
52336,"Linux-based"
52343,"Linux-based"
52355,"Windows"
52358,"Windows"
52366,"MacOS"
52370,"Linux-based"
52378,"MacOS"
52388,"Windows"
52394,"Windows"
52407,"Linux-based"
52413,"Linux-based"
52427,"Windows"
52432,"MacOS"
52441,"Windows"
52450,"MacOS"
52456,"Linux-based"
52471,"Windows"
52484,"Windows"
52496,"Windows"
52500,"Windows"
52525,"Linux-based"
52528,"Linux-based"
52534,"Linux-based"
52539,"MacOS"
52549,"MacOS"
52552,"Linux-based"
52557,"Windows"
52562,"Linux-based"
52563,"Windows"
52564,"Linux-based"
52566,"Windows"
52578,"MacOS"
52598,"Linux-based"
52604,"Linux-based"
52607,"Linux-based"
52613,"MacOS"
52616,"MacOS"
52618,"MacOS"
52621,"MacOS"
52631,"Windows"
52633,"Linux-based"
52644,"Windows"
52652,"Linux-based"
52659,"MacOS"
52661,"MacOS"
52668,"Linux-based"
52677,"MacOS"
52679,"Windows"
52681,"Linux-based"
52691,"Linux-based"
52692,"Windows"
52693,"Windows"
52699,"Windows"
52711,"MacOS"
52713,"Windows"
52722,"MacOS"
52730,"Linux-based"
52742,"MacOS"
52744,"Linux-based"
52750,"Windows"
52754,"MacOS"
52755,"MacOS"
52773,"Windows"
52787,"MacOS"
52795,"MacOS"
52796,"MacOS"
52805,"Windows"
52814,"Windows"
52820,"Windows"
52822,"Windows"
52845,"MacOS"
52848,"Linux-based"
52850,"Windows"
52853,"Windows"
52861,"Windows"
52864,"Windows"
52872,"Windows"
52897,"Windows"
52921,"MacOS"
52924,"Linux-based"
52934,"Linux-based"
52943,"Windows"
52944,"Windows"
52950,"Linux-based"
52953,"Windows"
52959,"Windows"
52962,"MacOS"
52967,"Linux-based"
52968,"MacOS"
52973,"MacOS"
52975,"MacOS"
53007,"Windows"
53021,"MacOS"
53034,"Windows"
53037,"Windows"
53042,"Windows"
53045,"Linux-based"
53046,"Linux-based"
53052,"Linux-based"
53057,"Windows"
53076,"Windows"
53082,"Linux-based"
53091,"Windows"
53094,"Windows"
53099,"Linux-based"
53100,"Windows"
53106,"MacOS"
53125,"Windows"
53126,"Linux-based"
53127,"Windows"
53140,"Linux-based"
53142,"Windows"
53157,"Linux-based"
53166,"Linux-based"
53168,"Linux-based"
53170,"Windows"
53197,"Windows"
53203,"Linux-based"
53209,"MacOS"
53220,"Windows"
53248,"Linux-based"
53254,"Linux-based"
53255,"Windows"
53258,"Linux-based"
53260,"MacOS"
53271,"Linux-based"
53272,"Linux-based"
53281,"Windows"
53295,"Windows"
53298,"MacOS"
53309,"MacOS"
53311,"Windows"
53315,"MacOS"
53320,"Windows"
53322,"MacOS"
53323,"Linux-based"
53326,"MacOS"
53332,"Windows"
53335,"MacOS"
53359,"Linux-based"
53360,"Windows"
53365,"MacOS"
53370,"Linux-based"
53381,"Windows"
53390,"Windows"
53393,"MacOS"
53397,"MacOS"
53420,"Windows"
53421,"Linux-based"
53427,"Windows"
53431,"MacOS"
53438,"Linux-based"
53447,"MacOS"
53448,"MacOS"
53452,"Linux-based"
53455,"Windows"
53466,"Linux-based"
53467,"MacOS"
53469,"MacOS"
53476,"MacOS"
53490,"Windows"
53496,"Linux-based"
53497,"Windows"
53501,"Windows"
53517,"Windows"
53526,"MacOS"
53529,"Linux-based"
53554,"Windows"
53566,"Windows"
53581,"MacOS"
53583,"MacOS"
53598,"Windows"
53599,NA
53612,"Linux-based"
53616,"Windows"
53628,"MacOS"
53632,"Windows"
53633,"Windows"
53641,"Windows"
53649,"Windows"
53652,"Windows"
53653,"Linux-based"
53655,"MacOS"
53656,"Windows"
53665,"MacOS"
53667,"Windows"
53673,"Linux-based"
53676,"Windows"
53685,"Windows"
53691,"MacOS"
53692,"MacOS"
53697,"MacOS"
53700,"Linux-based"
53701,"Windows"
53706,"MacOS"
53707,"Linux-based"
53714,"MacOS"
53722,"Windows"
53725,"Windows"
53733,"Linux-based"
53739,"MacOS"
53741,"Linux-based"
53744,"Windows"
53749,"Windows"
53750,"Linux-based"
53751,"Windows"
53772,"Windows"
53779,"Windows"
53781,"Windows"
53788,"Windows"
53791,"Windows"
53811,"Linux-based"
53812,"Linux-based"
53820,"Windows"
53823,"MacOS"
53831,"Windows"
53837,"Linux-based"
53843,"Linux-based"
53854,"MacOS"
53870,"Windows"
53873,"Windows"
53879,"Windows"
53880,"Windows"
53882,"MacOS"
53893,"Windows"
53902,"Linux-based"
53905,"Linux-based"
53906,"Windows"
53907,"Windows"
53912,"Windows"
53914,"Linux-based"
53919,"Windows"
53931,"Linux-based"
53934,"Windows"
53940,"Windows"
53952,"MacOS"
53953,NA
53966,"MacOS"
53969,"MacOS"
53971,"Linux-based"
53972,"Linux-based"
53980,"MacOS"
53987,"Linux-based"
53993,"Linux-based"
54002,"MacOS"
54006,"Windows"
54015,"MacOS"
54020,"Windows"
54027,"MacOS"
54044,"Linux-based"
54068,"MacOS"
54069,"Windows"
54081,"Windows"
54084,"Windows"
54088,"Linux-based"
54094,"MacOS"
54108,"Windows"
54111,"Windows"
54116,"Windows"
54124,"Windows"
54135,"Windows"
54137,"MacOS"
54152,"Linux-based"
54153,"Windows"
54166,"MacOS"
54167,"Windows"
54168,"Linux-based"
54176,"Windows"
54181,"MacOS"
54183,"MacOS"
54190,"Windows"
54201,"Windows"
54222,"Linux-based"
54228,"Linux-based"
54234,"Linux-based"
54237,"Linux-based"
54245,"Windows"
54246,"Linux-based"
54255,"Windows"
54274,"Windows"
54277,"Windows"
54287,"Windows"
54290,"MacOS"
54295,"Windows"
54302,"MacOS"
54306,"Linux-based"
54310,"Linux-based"
54322,"MacOS"
54326,"MacOS"
54328,"Windows"
54334,"MacOS"
54338,"Windows"
54339,"Linux-based"
54350,"Linux-based"
54354,"Windows"
54356,"Linux-based"
54366,"Windows"
54372,"Windows"
54374,"Linux-based"
54375,"Linux-based"
54389,"Windows"
54390,"Linux-based"
54396,"Windows"
54402,"Windows"
54409,"Linux-based"
54412,"Linux-based"
54418,"Windows"
54442,"MacOS"
54451,"Windows"
54454,"Windows"
54460,"Linux-based"
54478,"Linux-based"
54483,"Windows"
54490,"MacOS"
54492,"MacOS"
54497,"MacOS"
54508,"Windows"
54510,"Windows"
54513,"MacOS"
54516,"MacOS"
54518,"MacOS"
54524,"Linux-based"
54525,"Linux-based"
54530,"Windows"
54537,"Windows"
54542,"Windows"
54547,"MacOS"
54548,"Windows"
54557,"Linux-based"
54558,"Windows"
54565,"MacOS"
54566,"MacOS"
54573,"Windows"
54591,"Windows"
54595,"Windows"
54600,"Windows"
54610,"Linux-based"
54611,"Windows"
54615,"MacOS"
54619,"Windows"
54625,"Linux-based"
54627,"MacOS"
54629,"MacOS"
54630,"MacOS"
54634,"Linux-based"
54646,"Windows"
54647,"Linux-based"
54648,"MacOS"
54653,"Linux-based"
54655,"Linux-based"
54660,"Windows"
54674,"MacOS"
54679,"Windows"
54684,"Linux-based"
54686,"MacOS"
54687,"Linux-based"
54691,"Linux-based"
54711,"Windows"
54712,"Windows"
54715,"Linux-based"
54716,"Windows"
54721,"Windows"
54729,"MacOS"
54743,"Windows"
54749,"Windows"
54753,"Linux-based"
54771,"MacOS"
54775,"MacOS"
54780,"Linux-based"
54783,"Linux-based"
54793,"Linux-based"
54796,"Windows"
54800,"Linux-based"
54811,"Windows"
54816,"MacOS"
54823,"Windows"
54833,"Linux-based"
54846,"MacOS"
54863,"MacOS"
54866,"Windows"
54868,"MacOS"
54870,"Windows"
54878,"MacOS"
54881,"Linux-based"
54884,"Linux-based"
54897,"Windows"
54907,"Linux-based"
54910,"Windows"
54927,"Windows"
54936,"Windows"
54938,NA
54946,"Windows"
54952,"Linux-based"
54966,"Windows"
54967,"Linux-based"
54971,"Windows"
54973,"MacOS"
54977,"Windows"
54986,"Windows"
55018,"Linux-based"
55022,"BSD"
55030,"Linux-based"
55032,"Linux-based"
55042,"Windows"
55044,"Windows"
55052,"Linux-based"
55066,"Windows"
55067,"MacOS"
55070,"Windows"
55077,"Windows"
55092,"Windows"
55099,"Windows"
55101,"Windows"
55109,"Windows"
55124,"Linux-based"
55130,"MacOS"
55148,"Windows"
55158,"Windows"
55161,"Linux-based"
55168,"Linux-based"
55172,"Linux-based"
55175,"Linux-based"
55178,"Linux-based"
55186,"Windows"
55188,"Linux-based"
55193,"Windows"
55197,"Linux-based"
55205,"Linux-based"
55208,"Windows"
55213,"Windows"
55215,"Windows"
55217,"Linux-based"
55222,"MacOS"
55237,"Windows"
55238,"Windows"
55265,"MacOS"
55283,"Windows"
55291,"Linux-based"
55299,"Windows"
55302,"Windows"
55308,"Windows"
55311,"Windows"
55317,"Windows"
55320,"Windows"
55331,"MacOS"
55355,"Windows"
55357,"Windows"
55358,"Linux-based"
55360,"MacOS"
55375,"MacOS"
55392,"Linux-based"
55398,"MacOS"
55399,"Windows"
55402,"MacOS"
55419,"Windows"
55422,"Windows"
55423,"MacOS"
55430,"Linux-based"
55433,"Windows"
55436,"Linux-based"
55444,"Linux-based"
55451,"Linux-based"
55455,"Linux-based"
55470,"Windows"
55477,"MacOS"
55481,"Windows"
55487,"Linux-based"
55497,"MacOS"
55504,"Linux-based"
55510,"Windows"
55513,"Windows"
