"Respondent","WebFrame1","WebFrame2","WebFrame3","WebFrame4","WebFrame5","WebFrame6","WebFrame7","WebFrame8","WebFrame9","WebFrame10","WebFrame11","WebFrame12"
52378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52413,"Django","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
52427,"jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52432,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52441,"Drupal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52450,"Angular/Angular.js","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52471,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52484,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52496,"ASP.NET","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
52500,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
52525,"Angular/Angular.js","Django","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
52528,"Angular/Angular.js","jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA,NA
52534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52539,"Django","Express","Flask","jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA
52549,"ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
52552,"Express","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
52557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52564,"Django","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
52566,"jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52578,"Express","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
52598,"Angular/Angular.js","ASP.NET","Django","Drupal","Express","Flask","jQuery","Laravel","React.js","Ruby on Rails","Spring","Vue.js"
52604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52607,"Drupal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52613,"jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
52616,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52621,"Express","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52652,"Angular/Angular.js","Django","Express","Flask","React.js",NA,NA,NA,NA,NA,NA,NA
52659,"Angular/Angular.js","Express","jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA
52661,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52668,"Django","Laravel","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
52677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52681,"Angular/Angular.js","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
52691,"Flask","jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
52692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52699,"Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52711,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52713,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52722,"Angular/Angular.js","Express","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA
52730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52742,"Angular/Angular.js","Flask","jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
52744,"React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52750,"Angular/Angular.js","ASP.NET","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA
52754,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52755,"jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
52773,"jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
52787,"Express","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
52795,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52796,"Angular/Angular.js","Drupal","Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA
52805,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52814,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52820,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52845,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52848,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52850,"Angular/Angular.js","ASP.NET","Django","Express","React.js",NA,NA,NA,NA,NA,NA,NA
52853,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52861,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52864,"jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
52872,"ASP.NET","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52897,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52924,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52934,"Angular/Angular.js","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52943,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52944,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52950,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52962,"Spring","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52967,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52973,"React.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52975,"Angular/Angular.js","Express","Flask","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
53007,"Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53021,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53034,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53045,"Django","Express","Flask","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA
53046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53076,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
53082,"Django","Flask","jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
53091,"Django","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
53094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53099,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53106,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53125,"jQuery","Laravel","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
53126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53127,"Angular/Angular.js","ASP.NET","Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA
53140,"Angular/Angular.js","Django","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA
53142,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53157,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53166,"jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53170,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53209,"jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
53220,"Angular/Angular.js","Express","jQuery","React.js","Ruby on Rails","Vue.js",NA,NA,NA,NA,NA,NA
53248,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53254,"jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53258,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53271,"Angular/Angular.js","Express","jQuery","Laravel","React.js","Vue.js",NA,NA,NA,NA,NA,NA
53272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53281,"Angular/Angular.js","Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53295,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
53298,"Flask","jQuery","Ruby on Rails","Spring",NA,NA,NA,NA,NA,NA,NA,NA
53309,"jQuery","Laravel","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
53311,"Angular/Angular.js","ASP.NET","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
53315,"Angular/Angular.js","Django","Express","jQuery","Laravel","Ruby on Rails","Spring","Vue.js",NA,NA,NA,NA
53320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53322,"Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53326,"Angular/Angular.js","Django","Express",NA,NA,NA,NA,NA,NA,NA,NA,NA
53332,"Django","Flask","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
53335,"Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53359,"Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53370,"Angular/Angular.js","Django","Express","Flask","jQuery","Laravel","React.js","Ruby on Rails","Spring","Vue.js",NA,NA
53381,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53390,"Angular/Angular.js","ASP.NET","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA
53393,"Django","Express","Flask","jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA
53397,"Angular/Angular.js","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53420,"jQuery","Laravel","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
53421,"Django","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
53427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53431,"Django","Flask","jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA
53438,"Angular/Angular.js","Django","Express","jQuery","Laravel","React.js","Ruby on Rails",NA,NA,NA,NA,NA
53447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53452,"Express","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
53455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53466,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53467,"ASP.NET","Django","Express","Flask","jQuery","Vue.js",NA,NA,NA,NA,NA,NA
53469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53476,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53496,"Angular/Angular.js","ASP.NET","Django","Drupal","Express","Flask","jQuery","Laravel","React.js","Ruby on Rails","Spring","Vue.js"
53497,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53501,"Angular/Angular.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53517,"Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53526,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53554,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53566,"Django","Flask","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
53581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53583,"Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53598,"Angular/Angular.js","ASP.NET","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA
53599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53612,"Flask","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
53616,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53628,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53632,"ASP.NET","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
53633,"ASP.NET","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
53641,"Angular/Angular.js","Express","React.js","Ruby on Rails","Other(s):",NA,NA,NA,NA,NA,NA,NA
53649,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53652,"jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53653,"Angular/Angular.js","Django","Flask","jQuery","React.js","Vue.js","Other(s):",NA,NA,NA,NA,NA
53655,"Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53656,"Angular/Angular.js","ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
53665,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53667,"Angular/Angular.js","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53673,"Django","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
53676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53685,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53691,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53692,"Django","Flask","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
53697,"Angular/Angular.js","Django","Flask","jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA
53700,"Express","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
53701,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53706,"ASP.NET","Express","Flask","jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA
53707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53722,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53725,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53733,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53739,"Angular/Angular.js","Django","Express","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA
53741,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53744,"ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
53749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53750,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53751,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53779,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53781,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53788,"Angular/Angular.js","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
53791,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
53811,"Angular/Angular.js","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53823,"jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
53831,"jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53837,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53843,"Angular/Angular.js","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
53854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53873,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
53879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53880,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53882,"Express","jQuery","Ruby on Rails","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
53893,"ASP.NET","Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
53902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53906,"Angular/Angular.js","ASP.NET","Express","jQuery","Laravel","React.js","Spring","Vue.js",NA,NA,NA,NA
53907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53914,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53919,"Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53931,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53934,"Angular/Angular.js","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53952,"Flask","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53953,"Angular/Angular.js","ASP.NET","Express","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA
53966,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53969,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53971,"Angular/Angular.js","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53972,"Django","jQuery","Spring","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
53980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53987,"Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54002,"Angular/Angular.js","Django","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA
54006,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54015,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54027,"React.js","Ruby on Rails","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
54044,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54068,"Express","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
54069,"ASP.NET","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54084,"Express","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
54088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54094,"Drupal","Express","React.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
54108,"ASP.NET","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
54111,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54116,"Flask","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54124,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54137,"Angular/Angular.js","ASP.NET","Django","Express","Flask","jQuery","React.js",NA,NA,NA,NA,NA
54152,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54153,"ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
54166,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54167,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54168,"Django","Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
54176,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54181,"jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
54183,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54222,"Angular/Angular.js","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54228,"Angular/Angular.js","Django","Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA
54234,"Drupal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54237,"Django","Flask","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
54245,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54255,"Angular/Angular.js","Django","Express","React.js","Spring",NA,NA,NA,NA,NA,NA,NA
54274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54295,"ASP.NET","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54302,"Django","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54306,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54310,"Angular/Angular.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54328,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54334,"Flask","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54338,"ASP.NET","Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54350,"Ruby on Rails","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54354,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54366,"Angular/Angular.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54372,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54375,"ASP.NET","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
54389,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54390,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54396,"Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54402,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54409,"jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
54412,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54451,"Angular/Angular.js","ASP.NET","Express","jQuery","Laravel","React.js","Vue.js",NA,NA,NA,NA,NA
54454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54483,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
54490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54492,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54497,"Angular/Angular.js","Django","jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA
54508,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54513,"Angular/Angular.js","Express","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA
54516,"Angular/Angular.js","ASP.NET","Django","Flask","jQuery","React.js","Spring",NA,NA,NA,NA,NA
